Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
-3.3407631873876587,144.5444,1,2,8.309933621583685,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.660947839101432,196.5084,2,1,7.369769080644164,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.854805826868549,107.6938,2,0,5.367785638347684,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.653261955517627,165.021,2,0,8.313368084023883,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.3036145927471074,45.906,1,1,6.732101058024569,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7074987981527623,42.3112,2,1,6.970992963773863,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.944229511746627,39.1164,0,2,5.733118630754709,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.823395447186136,45.5086,1,2,5.184221082712648,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.627874872992383,43.6454,2,0,4.834981140686815,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.7698499394810236,55.7956,1,2,5.09856564314613,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.5152911549083607,96.4436,1,2,7.916356937393809,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-11.512925464970229,256.6672,1,2,8.02878325179396,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-11.512925464970229,93.1436,1,1,7.684555324287951,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.3236654404270496,174.8738,2,0,7.6426611080649876,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.4157410588179173,146.7102,1,0,8.240402316634551,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.821412445372309,128.0678,1,2,7.936549931138109,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.179183267897124,122.5388,1,2,7.383930083545074,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.0945839880266734,36.9874,1,2,5.961421258271759,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.6309519627565985,87.6198,1,2,7.6873071988142545,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.277682707285642,230.6352,2,0,8.141925907545156,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.6182931328426777,126.002,0,2,7.6734714670254975,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.138526391553763,192.9136,1,0,7.834937209845278,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.6720148780367348,259.9278,1,2,8.820038145643062,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.1632550662254144,126.5046,0,2,5.922954978454256,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.413416926830642,178.1002,1,2,5.881092634237905,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-11.512925464970229,153.3024,1,1,7.795168401470204,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.65391482370674,265.2226,1,1,8.668212781923955,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.106667047136743,60.622,2,0,7.854243836063629,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.3649051656379165,196.8794,2,0,6.65970102911104,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.6913448359625076,143.8812,2,0,8.050252517729168,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.833745559795275,141.5154,0,2,6.746285692848635,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.5506166522799396,117.0492,0,2,6.698199506759932,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.7325747699377243,196.3794,1,1,8.045995380619459,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.5484216495592067,151.4708,1,1,8.479504950307614,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.598879513821242,249.0408,1,2,8.741699016014705,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.033074122478626,106.1622,1,1,7.657870526656131,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.6315309658812773,38.0506,1,0,6.680807764264401,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.7516278018887883,194.511,2,0,8.499085229403354,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.7953714570084434,180.0344,2,0,6.793658950312346,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-11.512925464970229,246.9144,1,2,8.066266344928788,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.2168496040407892,87.3514,1,1,6.968489833579271,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-4.414543710695663,38.2848,1,2,6.1835351149866895,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.8951486625525116,51.0692,2,0,4.995911495686585,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.6486777223168385,255.8356,1,2,7.841239751691221,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.6343546418867796,185.4266,1,2,5.2172516065682375,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.408457220636747,172.5738,2,1,8.489958965711901,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.5388587810147225,186.024,1,1,7.019783127496286,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.1769962457876977,164.8526,1,1,7.741679716745438,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.9418897407384927,95.841,2,0,7.6144902312353056,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.2508841976870375,170.1764,2,0,8.141925907545156,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.1074995025075136,59.222,0,2,6.39562882617146,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-11.512925464970229,164.7526,1,1,8.434826895133675,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-4.479872169776951,189.6188,1,1,7.734132511142959,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.68003663689875,254.3698,1,0,8.627075876435683,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.7207557063696264,114.0176,2,0,7.736460800892373,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.4039767605597424,172.3422,1,0,7.095972265197988,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.1739250360827174,89.9804,2,0,6.466397895919468,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.1842110586784456,104.9622,1,1,7.370188455778724,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-11.512925464970229,222.5456,1,1,8.576422847308201,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.824096928140209,101.87,2,0,7.43708269020127,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-4.261789226788031,180.3344,2,0,7.263662575354855,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.095752761462087,187.9556,1,2,8.454016944095532,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.2261238062966942,194.6136,2,0,6.368600154240756,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.461200793969178,171.3764,1,2,8.036565392210749,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.0682337047892063,177.0028,1,1,7.815787688588915,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.672459089243695,160.992,2,1,7.907086317238251,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.242459829067,155.963,1,2,8.09734200106984,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.0945489744329935,95.6436,2,0,6.494971267925548,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.2280677918519527,117.2808,1,0,7.328667405222954,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.2081536879735597,122.173,1,2,5.91220218696743,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.2510927639152136,39.9138,1,0,6.5373212688719455,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.381977424085011,55.1614,1,1,7.230950486061912,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.933271183783469,57.893,2,1,6.4337805915111375,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.713635122692295,114.5492,2,1,7.150184626018879,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-4.633097035589031,120.0414,2,0,6.189014580638576,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.0295566474222975,246.046,1,0,7.11617497234982,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.595305302236785,187.4556,2,1,8.230873393313928,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.558912772528973,149.9708,1,2,8.381064877709205,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.5951162231461913,187.8556,2,0,7.18105127376089,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.753490907971843,151.0708,1,1,7.498675700757246,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.083300263605752,178.5344,1,2,7.956809752412114,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.1553103727745646,179.1028,1,0,8.267772810865365,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.695187065333731,38.7822,0,2,6.503984849095325,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.380280404895804,212.0902,1,2,8.06647535318472,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.0623080685253377,141.1838,0,2,7.7176809063235465,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.14912005959716,163.121,0,2,7.492387535074993,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-11.512925464970229,121.3098,1,1,7.836253519099503,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.2766005776428777,225.372,2,0,6.520791967162129,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.32635511131421,41.4138,0,2,6.699840196197176,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.5280279607113547,232.53,2,0,6.549779503614666,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-5.200196413398048,102.4016,1,1,7.912951436669122,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7389939280093545,176.937,2,0,5.172963928822463,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.636004875098364,121.7098,1,2,8.318091604481387,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-11.512925464970229,173.2054,1,1,8.05575983940541,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.4207570916651298,239.0906,1,0,8.689845654489487,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.8277801709237644,192.4478,1,1,8.48543314026302,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.6719017505953686,109.0228,2,1,7.840716054378353,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.189620345323364,140.3154,1,1,7.844897973681833,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.216598594726083,227.0694,1,2,7.040402414516569,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.3433817271854926,47.5034,1,1,6.522750831618646,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7641786343778274,159.0578,1,1,7.642980341904955,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.7605586313991273,92.512,1,2,5.228023702969198,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.213690989388061,190.153,2,1,8.018311951960975,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.0145479024933386,62.7194,1,1,6.764890880463036,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.4549449147918985,95.041,2,1,6.767192377424796,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.6954463652476295,82.4276,2,0,7.036312429300936,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.279263966802801,52.7956,1,1,6.833166648253665,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.4450824226320904,151.7682,0,2,6.636393975264617,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.4159512770806586,40.2822,1,1,6.561143262103351,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.386705507957353,180.5976,1,2,8.983225747628019,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.621701143397583,160.292,2,0,7.271097553790482,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.9355248128307025,224.4404,1,2,8.850267147560388,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.69146734536458,101.7016,1,2,4.617114665817726,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-4.48144590122364,188.5188,1,2,6.858663779915905,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.5656964724824727,116.0492,2,0,7.585502694507127,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.8139629358716145,165.4526,1,2,8.568358287486735,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.256005114572966,60.5852,1,1,7.18105127376089,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.1414616225362297,90.8172,1,1,6.282833334018755,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.867753128669561,132.1284,1,2,5.574648295341362,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.918206835957642,154.5972,2,1,7.245779745984486,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.0294603850988673,105.1622,1,1,7.434726976522701,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.394351155607751,105.5938,1,1,7.6703706893616905,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.588778007147318,177.6344,1,0,7.8922712315080545,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-11.512925464970229,53.064,2,1,6.808474035932654,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.2348541257317285,246.3802,1,0,8.905228073218247,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.799400585255839,226.8404,2,1,8.748484453404027,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.497062157537501,160.692,2,1,7.37645806875296,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.8620083498786673,178.237,2,1,6.271576179705604,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.5658855605629323,117.5492,2,1,7.585502694507127,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.887637189052754,50.3692,1,1,6.9418215867514546,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.6491982316267415,161.521,1,2,7.492387535074993,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.61429422389983,197.6426,1,2,7.926023518188945,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.1774104933335874,31.29,1,2,6.801093928716837,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.1565995794978634,226.172,2,0,8.061236996539616,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-4.2622079124341345,223.5746,1,2,8.18590570153645,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-11.512925464970229,132.5626,1,2,5.569584993577343,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.87778554560398,99.8358,1,1,7.554952867375261,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.47443687874186,140.9154,1,1,7.439432867532396,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.8069851384096665,154.5656,0,2,7.812560144111087,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.1716857496824487,54.764,0,2,7.1941365132106325,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.5590601300541236,97.0094,1,2,7.500517661113117,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.0824190995796195,222.5456,1,2,8.106419219193455,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.643837590880332,114.2518,2,0,7.870391822409444,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.357359481470342,214.556,2,0,7.926504403024559,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.5559451235218957,233.4958,1,1,8.589514487414267,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.8472902687766286,216.8824,1,1,7.951197015526871,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.1583584087980965,125.0046,1,2,7.463399998365656,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.6656112310946636,198.8084,1,2,8.622532044639435,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.016122753601747,61.9194,1,2,6.428418648456116,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.9382803315444876,164.821,2,1,7.6594416188807575,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.096149529994504,173.0738,1,1,8.248796909455528,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.8579932977357094,151.4366,0,2,7.21540864832811,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.119809141385176,178.8318,0,2,8.286395322916013,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.2314282732579966,115.1834,1,2,5.845137958264031,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-11.512925464970229,196.5794,1,2,6.372018960931024,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.7370667641320114,92.6804,1,1,6.918383014008648,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.3195031903497285,81.4618,1,2,5.0821718343796265,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.6553579685568898,42.1112,2,0,3.752117364198516,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.7339640599794335,157.4604,1,1,8.009943702318138,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.8110062597849623,153.0656,1,2,8.703533065614726,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.9192438735179245,198.1426,1,1,6.8964041075097455,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.0519161685614837,117.944,2,0,5.479338119329846,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.588699647976847,112.8176,0,2,7.225635180037143,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.007978837533716,226.8062,1,2,8.463756593372441,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.097193822293835,100.0016,1,2,6.9196996698803765,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.362719990994766,165.7526,2,0,6.488916759108604,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.543296849923474,130.431,1,0,6.657993086787791,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-4.013523148587995,179.766,1,1,7.756605366897766,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.4030012521528943,85.0882,1,0,7.711142993020035,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.9213463408574325,103.9648,1,0,7.415678781665544,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.599989528152374,264.7568,1,0,8.465020017416549,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.9918054735348187,164.1526,1,1,8.047061365153615,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.8804442059205506,50.1324,1,2,6.147167471579934,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-4.159133994835323,182.5976,1,2,8.53124062460209,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.1843428850599635,37.6164,2,0,6.292734404817418,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.329718609919057,48.0718,2,0,6.900436370996983,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.820217228594994,238.8538,1,0,8.700987831024083,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.3159373185348993,62.9194,1,2,7.652194068678213,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.289188716483515,232.63,1,2,8.586661418437176,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.953507308457367,104.628,1,1,6.614318023858218,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.1754694846478935,161.8868,2,1,8.09429785869789,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.912233649061527,140.2154,1,1,7.439432867532396,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.5462823826177003,177.937,1,2,8.810550033362908,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.9498211259689078,242.7512,2,0,8.323601260278947,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.1588405060684495,81.5934,1,2,5.7917127931785854,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.7220038571290046,45.7402,1,0,6.660553907616633,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.745021791393376,189.3846,1,1,8.197155243839209,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.9631952310643532,107.3622,2,0,5.760750568534602,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.797550893196032,39.7164,1,2,5.445436569092816,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.1727464116448623,32.99,2,1,4.891551487804448,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.845564107704322,245.1802,2,1,8.639524907898174,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-11.512925464970229,263.7568,1,1,7.877233354200123,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.6151193081590196,96.0726,1,1,7.148615998258571,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-11.512925464970229,161.5552,1,2,5.78354948278965,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.8933623137833626,130.0626,1,2,4.876437851138019,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-11.512925464970229,131.2968,1,2,5.5644959242643655,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.0025869654701562,260.0936,1,2,5.5644959242643655,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.8567538382484867,160.6578,0,2,8.213525198288231,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-11.512925464970229,40.2822,2,1,7.038067328829196,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.012076379259494,52.9298,1,0,7.598601118486971,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.1616941794510782,88.3514,1,1,7.2561719036783705,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.206902282625114,37.2506,2,0,5.582195500691571,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.9749880308932077,121.7072,1,1,8.175465636569001,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.767036675415236,161.5578,0,2,7.786081184906432,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-4.067100105917206,211.956,2,0,5.361555088888576,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.723912735609462,124.173,0,2,7.991643704967834,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.0004438556453334,152.134,2,0,5.031313420384265,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-11.512925464970229,79.7644,2,1,7.408441114409023,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.286991625520665,181.9292,1,2,8.039575499827532,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-5.122744531232502,165.6526,1,2,8.46991821487006,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.9691807002544515,170.4764,1,2,8.141925907545156,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.0711107869789136,86.4198,1,1,7.033380735640927,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.605469658372137,152.334,2,1,7.86452670297951,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.309254504155265,45.406,2,0,6.406678662174656,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.1330729695134183,192.8846,1,2,7.737622916067479,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.4919133555197766,118.7782,2,0,4.780619935907502,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.7399248118595585,92.9804,0,2,7.565010174222136,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.4702399062403195,109.8912,1,2,7.637539457969557,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.8393816439631636,79.9618,1,2,5.487636921799741,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.1736758724173644,251.3724,1,1,8.823965109254342,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.881808544391406,42.7112,1,1,6.460167346266008,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.9554548881063387,192.1846,2,1,8.085929609053027,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.7682074699575554,227.6062,1,1,8.884970057723507,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.430563224981223,229.0668,2,1,8.078730153932415,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-4.603129769055256,249.0408,2,1,8.230873393313928,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.3826849097880984,179.3976,0,2,8.14347509452748,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.8400169099117267,163.4552,2,1,6.882161750939283,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.607614392281273,75.367,1,0,6.284076342235147,False,True,False,False,False,False,False,False,False,False,False,False,False,True
